genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,runtime,budget_est,revenue,imdb_id,req_title,production_companies
"[53, 27]",10664,es,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,85.0,5600000.0,18469680.0,tt1245112,0.0,"['Filmax', 'TVE', 'Castelao Pictures', 'Ministerio de Cultura España', 'ICO', 'Generalitat de Catalunya - Departament de Cultura', 'Cubica']"
"[12, 16, 10751, 35]",51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,75.0,0.0,0.0,tt1646926,0.0,"['Sony Pictures Animation', 'Reel FX Creative Studios']"
"[35, 18, 10749]",38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,107.0,40000000.0,58785180.0,tt1126618,0.0,"['Bad Robot', 'Goldcrest']"
"[53, 80, 18, 28]",25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,103.0,7300000.0,10329747.0,tt1289406,0.0,"['Marv Films', 'HanWay Films', 'UK Film Council']"
"[35, 10751, 28, 14]",39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,82.0,85000000.0,112483764.0,tt1287468,0.0,"['Village Roadshow Pictures', 'Polymorphic Pictures', 'Mad Chance', 'CD2 Films', 'Warner Bros. Pictures', 'Warner Bros. Entertainment']"
[18],45317,en,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325,116.0,25000000.0,93617009.0,tt0964517,0.0,['Paramount']
"[18, 10402, 10749]",27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,70.0,1000000.0,1574623.0,tt0411705,0.0,['Revolution Films']
"[28, 53, 10749]",37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,103.0,100000000.0,278731369.0,tt1243957,0.0,"['Columbia Pictures', 'Spyglass Entertainment', 'Peninsula Films', 'StudioCanal', 'GK Films', 'Birnbaum/Barber', 'Cineroma SRL', 'Sony Pictures']"
"[18, 10749]",40080,en,The Cutting Edge: Fire & Ice,10.302999999999999,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,90.0,0.0,0.0,tt1600058,0.0,['MGM Television']
[878],830,en,Forbidden Planet,10.274000000000001,1956-03-15,Forbidden Planet,7.3,388,98.0,1900000.0,3250000.0,tt0049223,0.0,['Metro-Goldwyn-Mayer']
"[16, 10751, 14]",34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,75.0,0.0,16441438.0,tt1610301,0.0,"['Mattel Entertainment', 'Rainmaker Entertainment']"
"[18, 28, 36]",14756,cn,葉問,10.23,2010-10-01,Ip Man,7.7,1906,106.0,11715578.0,22108789.0,tt1220719,0.0,"['Mandarin Films Distribution Co.', 'Golden Harvest Company', 'Beijing ShengShi HuaRei Film Investment & Management Co.', 'China Film Co-Production Corporation', 'New Film Studio of Beijing Starlight International Media Co. Ltd.', 'Prosperity Pictures', 'Shanghai Film Group', 'Time Antaeus Media Group']"
"[28, 35, 53, 10749]",37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,100.0,75000000.0,98159963.0,tt1103153,0.0,"['Katalyst Films', 'Lionsgate', 'Aversano Films']"
"[35, 10749]",38303,en,You Again,10.208,2010-09-24,You Again,6.2,734,105.0,20000000.0,32054369.0,tt1414382,0.0,"['Oops Doughnuts Productions', 'Touchstone Pictures', 'Frontier Pictures']"
"[27, 9648, 53]",44040,en,Devil,10.203,2010-09-17,Devil,5.9,1516,80.0,10000000.0,33583175.0,tt1314655,0.0,"['Universal Pictures', 'MRC', 'Night Chronicles', 'Relativity Media']"
"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,97.0,25000000.0,23580000.0,tt0480255,0.0,"['Dark Castle Entertainment', 'DC Comics', 'Weed Road Pictures', 'Warner Bros. Pictures', 'StudioCanal']"
"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.187999999999999,2010-08-13,Animal Kingdom,6.8,399,113.0,5000000.0,1000000.0,tt1313092,0.0,"['Porchlight Films', 'Screen Australia', 'Film Victoria', 'Screen NSW', 'Fulcrum Media Finance']"
"[18, 80]",33909,en,Wall Street: Money Never Sleeps,10.177,2010-09-20,Wall Street: Money Never Sleeps,6.0,797,133.0,70000000.0,134748021.0,tt1027718,0.0,"['Edward R. Pressman Film', 'Dune Entertainment III', 'Dune Entertainment', '20th Century Fox']"
"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848,94.0,500000.0,5639730.0,tt1470827,0.0,"['Vertigo Films', 'Protagonist Pictures']"
"[878, 35, 12]",23048,en,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,101.0,36000000.0,64572262.0,tt1231587,0.0,"['United Artists', 'New Crime Productions', 'Metro-Goldwyn-Mayer']"
"[16, 35, 10751, 80, 9648]",14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,30.0,0.0,0.0,tt1118511,0.0,['Aardman Animations']
"[18, 35, 10749]",43347,en,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,112.0,30000000.0,102820008.0,tt0758752,0.0,"['Fox 2000 Pictures', 'Regency Enterprises', 'New Regency Pictures', 'Stuber Productions', 'Bedford Falls Productions', 'Dune Entertainment']"
"[14, 18, 10751]",40205,en,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,90.0,0.0,0.0,tt1646876,0.0,"['MarVista Entertainment', 'Disney Channel']"
"[18, 10749, 878]",42188,en,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,104.0,15000000.0,9918093.0,tt1334260,0.0,"['Fox Searchlight Pictures', 'DNA Films', 'Film4 Productions']"
"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,102.0,8000000.0,6491240.0,tt0804497,0.0,['Focus Features']
[18],38167,en,Eat Pray Love,9.991,2010-08-12,Eat Pray Love,6.0,1208,133.0,60000000.0,204594016.0,tt0879870,0.0,"['Red Om Films', 'Columbia Pictures', 'Plan B Entertainment']"
"[35, 18, 10749]",37786,en,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,146.0,100000000.0,288347692.0,tt1261945,0.0,"['Village Roadshow Pictures', 'New Line Cinema', 'HBO', 'HBO Films']"
"[35, 80, 18]",37495,en,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,97.0,967686.0,4658570.0,tt1341167,0.0,"['Warp Films', 'Wild Bunch Distribution', 'Film4 Productions', 'Optimum Releasing']"
"[35, 14, 10749]",13477,en,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,91.0,55000000.0,43042835.0,tt1185416,0.0,"['Krasnoff Foster Productions', 'Touchstone Pictures', 'Film Production Consultants']"
"[28, 35, 18]",27573,en,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,110.0,40000000.0,136000000.0,tt1038919,0.0,"['Columbia Pictures', 'Relativity Media', 'Original Film', 'Madhouse Entertainment']"
[18],39013,en,Winter's Bone,9.824,2010-06-11,Winter's Bone,6.9,931,101.0,2000000.0,13831503.0,tt1399683,0.0,"['Anonymous Content', ""Winter's Bone Productions""]"
"[18, 10749]",52338,en,Waiting for Forever,9.818999999999999,2010-02-10,Waiting for Forever,5.7,172,94.0,0.0,0.0,tt1296898,0.0,"['PCH Film', 'Catfish Productions', 'Weekend Films/Main Street Productions']"
"[18, 27, 9648, 53]",43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,107.0,25000000.0,19829957.0,tt0872230,0.0,"['Rogue', 'Relativity Media', 'Corvus Corax Productions']"
"[27, 9648, 53]",23437,en,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,95.0,35000000.0,115664037.0,tt1179056,0.0,"['New Line Cinema', 'Platinum Dunes']"
"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859,89.0,14000000.0,1755212.0,tt0817177,0.0,['Reiner / Greisman Productions']
"[18, 27, 9648]",41402,en,Let Me In,9.716000000000001,2010-10-01,Let Me In,6.7,1061,116.0,20000000.0,24145613.0,tt1228987,0.0,"['Hammer Film Productions', 'EFTI', 'Overture Films', 'Exclusive Media']"
"[18, 53]",38199,en,Unthinkable,9.693,2010-06-15,Unthinkable,6.7,623,97.0,15000000.0,0.0,tt0914863,0.0,"['Senator Entertainment Co', 'Lleju Productions', 'Sidney Kimmel Entertainment', 'Kimmel International', 'ChubbCo Film']"
[53],44363,en,Frozen,9.677999999999999,2010-02-05,Frozen,5.8,987,93.0,0.0,3065860.0,tt1323045,0.0,"['ArieScope Pictures', 'A Bigger Boat']"
"[28, 35, 80, 53]",29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,86.0,8000000.0,0.0,tt1319743,0.0,"['Universal Studios Home Entertainment', 'Always Split Aces Productions', 'Working Title Films', 'Capital Arts Entertainment']"
"[14, 18]",34647,en,Enter the Void,9.562999999999999,2010-09-24,Enter the Void,7.3,773,161.0,13000000.0,754249.0,tt1191111,0.0,"['BIM Distribuzione', 'Wild Bunch', 'Canal+']"
"[80, 27]",55890,en,Bereavement,9.55,2010-07-16,Bereavement,5.3,71,103.0,2000000.0,0.0,tt1100051,0.0,['Anchor Bay Films']
[99],44639,en,Inside Job,9.514,2010-10-08,Inside Job,7.8,466,109.0,2000000.0,7871522.0,tt1645089,0.0,['Sony Pictures']
"[80, 53]",101669,en,Mother's Day,9.496,2010-09-23,Mother's Day,6.4,193,112.0,11000000.0,863044.0,tt1434435,0.0,"['LightTower Entertainment', 'Widget Films', 'Sierra/Affinity', 'Rat Entertainment', 'The Genre Co.', 'Troma Entertainment']"
"[27, 53]",7340,en,Carrie,9.467,1976-11-03,Carrie,7.1,1766,98.0,1800000.0,33800000.0,tt0074285,0.0,['United Artists']
"[18, 10749]",37950,en,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398,99.0,44000000.0,48190704.0,tt1438254,0.0,"['Marc Platt Productions', 'Universal Pictures', 'Relativity Media']"
"[35, 10751]",35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,92.0,35000000.0,36236710.0,tt0492389,0.0,"['Furry Vengeance Productions', 'Imagenation Abu Dhabi FZ', 'Robert Simonds Productions', 'Participant Media']"
"[80, 35, 18]",45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,108.0,12500000.0,1083683.0,tt1194417,0.0,"['Vortex Words Pictures', 'An Olive Branch Productions', 'Bagman (2009)', 'Hannibal Pictures', 'MCG', 'Rollercoaster Entertainment', 'Trigger Street Productions']"
"[35, 10749, 10770, 10402]",35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,81.0,0.0,0.0,tt1579247,0.0,['Disney Channel']
"[10749, 35]",39285,en,Beauty & the Briefcase,9.405,2010-04-18,Beauty & the Briefcase,5.5,250,83.0,0.0,0.0,tt1493842,0.0,"['Belladonna Productions', 'ABC Family', 'Von Zerneck Sertner Films', 'Lion Share Productions']"
"[18, 27, 9648, 53]",36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,104.0,4500000.0,3606395.0,tt0838247,0.0,"['Lleju Productions', 'Harbor Light Entertainment']"
"[35, 18]",44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150,129.0,8000000.0,18124262.0,tt1431181,0.0,"['Thin Man Films', 'Film4 Productions']"
"[35, 18, 10749]",37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,105.0,30000000.0,82148538.0,tt0892318,0.0,"['Summit Entertainment', 'Applehead Pictures']"
[18],27585,en,Rabbit Hole,9.389,2010-12-16,Rabbit Hole,6.8,292,91.0,5000000.0,5132850.0,tt0935075,0.0,"['Olympus Pictures', 'OddLot Entertainment', 'Blossom Films']"
"[28, 35]",44147,en,Wild Target,9.355,2010-10-29,Wild Target,6.4,356,98.0,8000000.0,3453043.0,tt1235189,0.0,"['Regent Capital', 'Magic Light Pictures', 'CinemaNX', 'Isle of Man Film', 'Entertainment Film Distributors', 'Matador Pictures', 'Cinema Four', 'Honest Engine Films']"
"[27, 18, 53]",38358,en,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,87.0,1800000.0,67738090.0,tt1320244,0.0,"['Strike Entertainment', 'StudioCanal', 'Arcade Pictures']"
"[53, 18]",43549,en,The Experiment,9.261000000000001,2010-07-15,The Experiment,6.5,553,96.0,21800000.0,0.0,tt0997152,0.0,"['Stage 6 Films', 'Tax Credit Finance', 'Inferno Entertainment', 'Cinedigm', 'Magnet Media Productions', 'Magnet Media Group', 'Adelstein-Parouse Productions', 'Mercator Pictures', 'Natural Selection', 'Westeast Films']"
"[16, 10751, 35]",50135,de,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,93.0,0.0,0.0,tt1620449,0.0,"['Constantin Film', 'Ambient Entertainment GmbH']"
"[18, 28, 35, 53, 80]",26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,109.0,0.0,199436.0,tt1212974,0.0,"['Bombshell Pictures', 'IM Global']"
"[10749, 35]",41211,fr,L'arnacoeur,9.241,2010-09-10,Heartbreaker,6.6,761,105.0,8700000.0,47355187.0,tt1465487,0.0,"['Focus Features', 'Quad Productions', 'Chaocorp', 'OCS', 'Banque Populaire Images 10', 'Script Associés', 'A Plus Image']"
"[18, 10751, 10749]",35690,en,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,107.0,20000000.0,89137047.0,tt1294226,0.0,['Touchstone Pictures']
[35],48415,it,Benvenuti al sud,9.187999999999999,2010-12-20,Welcome to the South,6.7,1071,102.0,4000000.0,65584679.0,tt1529235,1.0,"['Medusa Film', 'Cattleya', 'Regione Campania', 'Campania Film Commission', 'Comune di Castellabate']"
"[35, 27]",46838,en,Tucker and Dale vs. Evil,9.158999999999999,2010-01-22,Tucker and Dale vs. Evil,7.3,1427,89.0,5000000.0,5224938.0,tt1465522,0.0,"['Eden Rock Media', 'Gynormous Pictures']"
"[35, 10751, 16, 12]",41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,80.0,80000000.0,201584141.0,tt1302067,0.0,"['Sunswept Entertainment', 'De Line Pictures', 'Rhythm and Hues', 'Picnic Basket', 'Warner Bros. Pictures']"
"[80, 18, 53]",38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,100.0,800000.0,867714.0,tt1379177,0.0,"['CinemaNX', 'Isle of Man Film']"
[18],36950,en,You Don't Know Jack,9.071,2010-04-14,You Don't Know Jack,7.0,176,134.0,0.0,0.0,tt1132623,0.0,"['Bee Holder Productions', 'Royal Oak Films', 'HBO Films', 'Cine Mosaic']"
[18],39486,en,Secretariat,9.059,2010-10-08,Secretariat,7.0,200,123.0,35000000.0,60251371.0,tt1028576,0.0,"['Walt Disney Pictures', 'Fast Track Productions', 'Mayhem Pictures']"
"[80, 18, 53]",27579,en,The American,9.042,2010-09-01,The American,5.8,690,104.0,20000000.0,65464324.0,tt1440728,0.0,"['Twins Financing', 'This Is That Productions', 'Focus Features', 'Greenlit Rights', 'Smoke House Pictures']"
"[18, 10749]",46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,112.0,3500000.0,16566240.0,tt1120985,0.0,"['Cottage Industries', 'Incentive Filmed Entertainment', 'Silverwood Films', 'Hunting Lane Films', 'Chrysler Corporation', 'Shade Pictures', 'Motel Movies']"
"[35, 27]",40264,en,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,82.0,20000000.0,80547866.0,tt1666186,0.0,"['Road Rebel', 'Regency Enterprises']"
"[18, 10752, 9648]",46738,fr,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,131.0,10000000.0,0.0,tt1255953,0.0,"['TS Productions', 'Phi Group', 'micro_scope']"
"[28, 80, 18, 53]",22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,107.0,32000000.0,69055695.0,tt1135084,0.0,"['Rainforest Entertainment', 'Screen Gems']"
"[16, 35, 878]",278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,,,,,,
"[28, 12, 16, 10751, 878]",45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,78.0,3500000.0,0.0,tt1673430,0.0,"['DC Comics', 'Warner Premiere', 'DC Entertainment']"
"[878, 28]",42684,en,Skyline,8.847000000000001,2010-11-12,Skyline,4.8,833,92.0,10000000.0,66984887.0,tt1564585,0.0,"['Rat Entertainment', 'Rogue Pictures', 'Hydraulx', 'Transmission Pictures', 'Relativity Media']"
"[28, 35, 80]",23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,107.0,30000000.0,55583804.0,tt1385867,0.0,['Warner Bros. Pictures']
"[18, 53, 9648]",28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,96.0,14000000.0,11808880.0,tt1352824,0.0,"['Outpost Studios', 'StudioCanal', 'The Montecito Picture Company', 'Right of Way Films']"
"[18, 27, 878]",52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,98.0,650000.0,33245.0,tt1464580,0.0,"['Glass Eye Pix', 'Belladonna Productions', 'Off Hollywood Pictures', 'IFC Midnight']"
"[10752, 18, 36, 28]",50618,ru,Брестская крепость,8.769,2010-11-11,Fortress of War,7.3,75,138.0,8500000.0,4404729.0,tt1343703,0.0,"['TRO', 'Belarusfilm', 'Central Partnership']"
"[99, 10751]",59490,en,Cave of Forgotten Dreams,8.762,2010-11-03,Cave of Forgotten Dreams,7.3,143,90.0,0.0,6467348.0,tt1664894,0.0,"['creative differences', 'History films']"
"[12, 27, 53]",34480,en,The Descent: Part 2,8.741,2010-04-27,The Descent: Part 2,6.0,480,94.0,6000200.0,7048886.0,tt1073105,0.0,['Celador Films']
"[28, 12, 53]",44918,en,Titanic II,8.729,2010-08-24,Titanic 2,3.2,90,90.0,0.0,0.0,tt1640571,0.0,['The Asylum']
"[28, 12, 16, 27]",31967,en,Dante's Inferno: An Animated Epic,8.711,2010-02-09,Dante's Inferno: An Animated Epic,6.0,102,84.0,0.0,0.0,tt1401113,0.0,['Dongwoo A&E']
"[28, 80, 53]",37645,fr,L'Immortel,8.697000000000001,2010-03-24,22 Bullets,6.5,508,117.0,24000000.0,0.0,tt1167638,0.0,"['EuropaCorp', 'TF1 Films Production']"
[99],39452,en,Exit Through the Gift Shop,8.696,2010-01-24,Exit Through the Gift Shop,7.7,467,87.0,0.0,4790751.0,tt1587707,0.0,"['Oscilloscope', 'Paranoid Pictures', 'KEO Films']"
"[18, 10749]",48650,es,Habitación en Roma,8.682,2010-11-11,Room in Rome,6.1,236,109.0,0.0,0.0,tt1263750,0.0,"['Morena Films', 'Alicia Produce', 'Intervenciones Novo Film 2006 Aie', 'ICAA', 'Canal+ España', 'Wild Bunch', 'TVE']"
"[18, 10749]",42297,en,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,119.0,55000000.0,89519773.0,tt1126591,0.0,"['Screen Gems', 'Bedford Falls Productions']"
"[35, 18]",56272,en,Elektra Luxx,8.595,2010-03-14,Elektra Luxx,4.9,74,98.0,0.0,10.0,tt1340773,0.0,['Gato Negro Films']
"[18, 53, 80]",68341,ja,冷たい熱帯魚,8.582,2010-07-05,Cold Fish,6.6,113,144.0,0.0,0.0,tt1632547,0.0,"['Nikkatsu Corporation', 'Stairway', 'Sushi Typhoon']"
"[14, 18, 27, 10749]",52587,de,Wir sind die Nacht,8.57,2010-11-11,We Are the Night,6.2,129,100.0,0.0,0.0,tt1692504,0.0,"['Celluloid Dreams', 'Constantin Film']"
"[18, 10749]",56743,en,Elena Undone,8.531,2010-06-25,Elena Undone,7.2,81,111.0,0.0,0.0,tt1575539,0.0,"['FilmMcQueen', 'Soul Kiss Films']"
"[53, 27]",34583,en,The Final,8.517000000000001,2010-01-28,The Final,5.6,131,93.0,1000000.0,0.0,tt1390535,0.0,['Agora Entertainment']
"[27, 35, 53]",43919,en,Hatchet II,8.513,2010-10-01,Hatchet II,5.5,160,89.0,2500000.0,156190.0,tt1270835,0.0,"['ArieScope Pictures', 'Dark Sky Films']"
[35],45523,en,Louis C.K.: Hilarious,8.504,2010-01-26,Louis C.K.: Hilarious,8.0,127,84.0,0.0,0.0,tt1421373,0.0,[]
"[80, 53, 35, 9648]",27004,en,Ca$h,8.503,2010-01-01,Ca$h,5.8,112,108.0,7000000.0,46488.0,tt1106860,0.0,"['Immortal Thoughts', 'Three Good Men']"
"[10751, 35]",38579,en,Marmaduke,8.487,2010-06-04,Marmaduke,5.1,367,87.0,50000000.0,83761844.0,tt1392197,0.0,"['Dune Entertainment', 'Davis Entertainment', 'Regency Enterprises', '20th Century Fox']"
[35],32823,en,Get Him to the Greek,8.485,2010-06-04,Get Him to the Greek,5.9,980,109.0,40000000.0,90029656.0,tt1226229,0.0,"['Apatow Productions', 'Universal Pictures', 'Relativity Media', 'Spyglass Entertainment']"
"[10749, 878]",59457,en,Womb,8.482999999999999,2010-07-15,Womb,6.1,159,111.0,3100000.0,0.0,tt1216520,0.0,"['Razor Film Produktion', 'ARTE France Cinéma']"
"[18, 80]",48838,en,London Boulevard,8.469,2010-11-12,London Boulevard,5.9,409,103.0,25000000.0,4644108.0,tt1213648,0.0,"['London Boulevard', 'GK Films', 'Henceforth', 'Projection Pictures']"
"[53, 18, 28, 80]",40720,en,Twelve,8.46,2010-07-30,Twelve,5.9,147,93.0,0.0,2566717.0,tt1407084,0.0,"['Artina Films', 'Gaumont', 'Hannover House', 'Original Media', 'Radar Pictures']"
"[14, 18, 28, 53, 16]",71883,ja,レドライン,8.436,2010-09-23,Redline,7.4,110,102.0,0.0,0.0,tt1483797,0.0,"['Tohokushinsha Film Corporation', 'Madhouse']"
"[35, 18]",39781,en,The Kids Are All Right,8.426,2010-07-09,The Kids Are All Right,6.6,854,106.0,3500000.0,34705850.0,tt0842926,0.0,"['Focus Features', 'Mandalay Vision', '10th Hole Productions', 'Gilbert Films', 'Saint Aire Production', 'Artist International', 'Antidote Films (I)', 'Artist International Management']"
"[28, 12, 14, 27]",12685,en,BloodRayne: The Third Reich,8.419,2010-11-05,BloodRayne: The Third Reich,3.7,83,79.0,10000000.0,0.0,tt1153546,0.0,['Boll Kino Beteiligungs GmbH & Co. KG']
"[9648, 53]",11761,it,Peacock,8.414,2010-04-20,Peacock,6.1,104,90.0,0.0,0.0,tt1188113,0.0,"['Lionsgate', 'Mandate Pictures']"
"[14, 27, 53]",46261,en,Don't Be Afraid of the Dark,8.405,2010-11-06,Don't Be Afraid of the Dark,5.5,550,99.0,25000000.0,36993168.0,tt1270761,0.0,"['Miramax', 'FilmDistrict', 'Necropia Entertainment', 'Gran Via Productions', 'Tequila Gang']"
"[16, 18]",41201,fr,L'illusionniste,8.404,2010-12-25,The Illusionist,7.4,280,80.0,18000000.0,6007194.0,tt0775489,0.0,"['Django Films', 'CinéCinéma', 'Canal+', 'France 3', 'France 3 Cinéma', 'Ciné B']"
"[18, 53]",44113,en,Stone,8.401,2010-10-22,Stone,5.2,334,105.0,22000000.0,9479718.0,tt1423995,0.0,"['Stone Productions', 'Mimran Schur Pictures', 'Holly Wiersma Productions', 'Millennium Films']"
[18],31007,en,Welcome to the Rileys,8.347999999999999,2010-10-29,Welcome to the Rileys,6.5,241,110.0,0.0,317382.0,tt1183923,0.0,"['Film Rites', 'Destination Films', 'Scott Free Productions', 'Samuel Goldwyn Films', 'Argonaut Pictures']"
"[35, 18, 14, 27, 9648]",45649,en,Rubber,8.318999999999999,2010-09-01,Rubber,5.9,417,85.0,500000.0,98017.0,tt1612774,0.0,"['Backup Media', 'Elle Driver', '1.85 Films', 'Realitism Films', 'Sindika Dokolo', 'Canal+', 'ARTE France Cinéma']"
"[53, 28, 18]",30618,en,Bunraku,8.282,2010-09-01,Bunraku,5.9,161,118.0,25000000.0,129706.0,tt1181795,0.0,"['Picturesque Films', 'Outpost Studios', 'Snoot Entertainment', 'Ram Bergman Productions']"
"[35, 18, 10749]",38073,en,Going the Distance,8.281,2010-09-03,Going the Distance,6.0,394,102.0,32000000.0,42045846.0,tt1322312,0.0,"['New Line Cinema', 'Offspring Entertainment']"
"[27, 53]",52274,es,Los ojos de Julia,8.267999999999999,2010-10-29,Julia's Eyes,6.7,415,118.0,0.0,12884923.0,tt1512685,0.0,"['Universal Pictures International (UPI)', 'Canal+ España', 'Catalan Film and Television', 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)', 'Instituto de Crédito Oficial (ICO)', 'Media Programme of the European Community', 'Mesfilms', 'ICAA', 'TV3', 'Atresmedia']"
