genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,runtime,budget_est,revenue,imdb_id,req_title,production_companies
"[27, 35]",320412,en,Camp Massacre,0.6,2014-04-12,Camp Massacre,3.0,2,130.0,0.0,0.0,tt2924478,0.0,['Deviant Pictures']
"[18, 27, 53]",316010,en,The Other Side,0.6,2014-10-25,The Other Side,3.0,2,103.0,0.0,0.0,tt2921338,0.0,"['Orchard Place Productions', 'Cyfuno Ventures']"
"[10751, 28, 35]",315121,en,Now Hiring,0.6,2014-03-15,Now Hiring,3.0,1,94.0,0.0,0.0,tt2289182,0.0,[]
[],314859,en,By God's Grace,0.6,2014-11-02,By God's Grace,3.0,2,0.0,0.0,0.0,tt2582240,0.0,['Leonian']
"[878, 53]",313948,en,The Shift,0.6,2014-09-22,The Shift,3.0,2,8.0,0.0,0.0,tt4213718,0.0,[]
[],312155,en,Merely Players,0.6,2014-12-16,Merely Players,3.0,1,80.0,0.0,0.0,tt3894660,0.0,[]
[],308642,en,Field Freak,0.6,2014-12-31,Field Freak,3.0,4,90.0,0.0,0.0,tt3037632,0.0,['Stephen Folker Films']
"[53, 27]",308269,en,"Gore, Quebec",0.6,2014-10-14,"Gore, Quebec",3.0,2,79.0,7000.0,0.0,tt2181542,0.0,['Green Lake Films']
"[18, 9648]",302132,en,Out to Kill,0.6,2014-07-01,Out to Kill,3.0,4,83.0,0.0,0.0,tt3122422,0.0,[]
[],287781,en,24 Hours,0.6,2014-07-25,24 Hours,3.0,1,90.0,700.0,0.0,tt3773506,0.0,['Soul City Films']
[27],277599,en,The Legend of Six Fingers,0.6,2014-06-24,The Legend of Six Fingers,3.0,2,0.0,0.0,0.0,tt2989580,0.0,[]
[],277500,en,Chilling Visions: 5 States of Fear,0.6,2014-07-11,Chilling Visions: 5 States of Fear,3.0,2,0.0,0.0,0.0,tt3580358,0.0,['Glass Eye Pix']
[27],274257,en,The First Wave,0.6,2014-01-10,The First Wave,3.0,1,7.0,0.0,0.0,tt3463050,0.0,[]
[10749],273058,en,Could This Be Love?,0.6,2014-05-27,Could This Be Love?,3.0,2,86.0,0.0,0.0,tt3734974,0.0,['Entertainment One']
[],252723,en,Mercy Rule,0.6,2014-01-26,Mercy Rule,2.8,3,117.0,0.0,0.0,tt3566370,0.0,[]
"[35, 18, 10749]",257627,en,NSFW: Not Safe for Work,0.6,2014-03-24,NSFW: Not Safe for Work,2.8,5,70.0,0.0,0.0,tt2458412,0.0,[]
[],316373,en,Super Sleuths,0.6,2014-12-04,Super Sleuths,2.8,2,14.0,0.0,0.0,tt3567158,0.0,[]
[27],442292,en,Watch Me Die,0.6,2014-06-17,Watch Me Die,2.7,3,87.0,0.0,0.0,tt3150700,0.0,['Art Center College of Design']
[],335900,en,Paranormal Retreat,0.6,2014-07-10,Paranormal Retreat,2.7,3,0.0,0.0,0.0,tt4550436,0.0,[]
"[35, 27]",307112,en,Beaster Day: Here Comes Peter Cottonhell,0.6,2014-04-01,Beaster Day: Here Comes Peter Cottonhell,2.6,5,87.0,0.0,0.0,tt4065066,0.0,['Purgatory Blues']
[],403153,en,Breaking In,0.6,2014-01-01,Breaking In,2.5,2,5.0,0.0,0.0,tt3992812,0.0,[]
[35],365539,en,Cinema Purgatorio,0.6,2014-06-01,Cinema Purgatorio,2.5,1,98.0,50000.0,0.0,tt3165648,0.0,['Paris MTN Scout']
"[35, 27, 878]",354039,en,Alien Hunger,0.6,2014-08-11,Alien Hunger,2.5,2,89.0,0.0,0.0,tt1764679,0.0,"['Irena Belle Films', 'Film Co-Op Partners']"
"[80, 9648, 53]",337048,en,The Window,0.6,2014-06-09,The Window,2.5,2,0.0,0.0,0.0,tt3185776,0.0,['Brillen Entertainment']
[],328569,en,Bury,0.6,2014-01-01,Bury,2.5,2,0.0,0.0,0.0,tt3833488,0.0,[]
[],302735,en,The Warp,0.6,2014-01-01,The Warp,2.5,2,70.0,0.0,0.0,tt2756644,0.0,[]
[99],302161,en,A Field Full of Secrets,0.6,2014-12-02,A Field Full of Secrets,2.5,2,82.0,0.0,0.0,tt4247738,0.0,[]
[],294263,en,Bongo: Killer Clown,0.6,2014-07-01,Bongo: Killer Clown,2.5,2,83.0,0.0,0.0,tt2374748,0.0,[]
[],294205,en,Arkham Sanitarium: Soul Eater,0.6,2014-02-07,Arkham Sanitarium: Soul Eater,2.5,2,106.0,0.0,0.0,tt3630782,0.0,[]
[53],293156,en,Runaway,0.6,2014-09-28,Runaway,2.5,2,0.0,0.0,0.0,tt3392804,0.0,['Baby Steps Entertainment']
[],291370,en,Killervision,0.6,2014-07-01,Killervision,2.5,2,0.0,0.0,0.0,tt1976576,0.0,['Maxim Media Marketing']
[99],294234,en,Boobs,0.6,2014-10-14,Boobs,2.3,2,87.0,10000.0,0.0,tt1528266,0.0,['Garden Thieves Pictures']
"[18, 80]",303180,en,As Night Comes,0.6,2014-11-14,As Night Comes,2.1,5,106.0,0.0,0.0,tt2787874,0.0,"['Magic Hair Studios', 'Lucid Pictures']"
[10751],482475,en,The Making of Frozen,0.6,2014-03-18,The Making of Frozen,2.0,1,3.0,0.0,0.0,tt6274588,0.0,[]
"[28, 80, 18, 9648, 53]",478957,en,Permanent,0.6,2014-07-12,Permanent,2.0,1,111.0,15000.0,0.0,tt3828090,0.0,['Heartworks Productions']
"[53, 18, 878]",380020,en,Stranglehold,0.6,2014-05-01,Stranglehold,2.0,1,92.0,0.0,0.0,,0.0,[]
[],362322,en,A Reason,0.6,2014-06-01,A Reason,2.0,1,112.0,0.0,0.0,tt2421328,0.0,[]
"[18, 35]",360786,en,White Dwarf,0.6,2014-01-01,White Dwarf,2.0,1,95.0,0.0,0.0,tt1691928,0.0,['GuRider Productions']
"[10402, 35, 27]",354032,en,The Bloody Indulgent,0.6,2014-08-11,The Bloody Indulgent,2.0,1,0.0,0.0,0.0,tt1745959,0.0,['Trees of Shade']
"[35, 27]",345883,en,Bikini Swamp Girl Massacre,0.6,2014-04-29,Bikini Swamp Girl Massacre,2.0,3,83.0,0.0,0.0,tt3652098,0.0,['Accord Productions']
[53],326928,en,Dark Disciple,0.6,2014-10-17,Dark Disciple,2.0,1,90.0,0.0,0.0,tt3085986,0.0,[]
[],326335,en,Alongside Night,0.6,2014-01-01,Alongside Night,2.0,1,112.0,0.0,0.0,tt1667061,0.0,"['Stonegait Pictures', 'Jesulu Productions', 'Braeburn Entertainment']"
[],323528,en,Der Ritter,0.6,2014-01-01,Der Ritter,2.0,1,40.0,75.0,0.0,tt4206624,0.0,['Crash House Entertainment']
"[878, 14]",316001,en,The Record Keeper,0.6,2014-09-26,The Record Keeper,2.0,1,0.0,0.0,0.0,tt3918056,0.0,[]
[10751],314776,en,Bandit and the Saints of Dogwood,0.6,2014-07-09,Bandit and the Saints of Dogwood,2.0,1,85.0,0.0,0.0,tt2994262,0.0,[]
"[10402, 35, 18]",314430,en,Wasteland,0.6,2014-05-23,Wasteland,2.0,1,37.0,0.0,0.0,,0.0,[]
[],309883,en,Pretty Rosebud,0.6,2014-01-01,Pretty Rosebud,2.0,2,81.0,0.0,0.0,tt1977892,0.0,"['Handle With Care Productions', 'Kungfu-Barbie Productions']"
[99],306456,en,Eaten Alive,0.6,2014-12-07,Eaten Alive,2.0,1,0.0,0.0,0.0,,0.0,[]
[18],305781,en,Blessid,0.6,2014-11-24,Blessid,2.0,1,97.0,0.0,0.0,tt2404940,0.0,['Seymore Films']
"[35, 10402]",298775,en,College Musical,0.6,2014-09-03,College Musical,2.0,1,91.0,0.0,0.0,tt1920871,0.0,['NoodleHouse Studios']
[27],298186,en,Cynthia,0.6,2014-07-09,Cynthia,2.0,1,10.0,0.0,0.0,tt6073772,0.0,['Kaleidoscope Pictures']
[],297454,en,The Dead and the Damned 2,0.6,2014-10-14,The Dead and the Damned 2,2.0,1,0.0,0.0,0.0,,0.0,[]
[],297100,en,The Little Ponderosa Zoo,0.6,2014-09-11,The Little Ponderosa Zoo,2.0,1,84.0,500000.0,0.0,tt3846442,0.0,[]
[27],291374,en,Sledge,0.6,2014-09-02,Sledge,2.0,1,75.0,0.0,0.0,tt2708306,0.0,[]
"[53, 27]",291336,en,Honeyspider,0.6,2014-10-18,Honeyspider,2.0,1,76.0,0.0,0.0,tt3526462,0.0,['Black House Capital']
"[35, 27, 878]",290696,en,Dysmorphia,0.6,2014-08-26,Dysmorphia,2.0,2,88.0,0.0,0.0,tt2363481,0.0,['Psykik Junky Pictures']
[27],278682,en,The Addicted,0.6,2014-01-01,The Addicted,2.0,2,90.0,0.0,0.0,tt2654738,0.0,[]
[99],274758,en,Give Me Shelter,0.6,2014-06-24,Give Me Shelter,2.0,1,90.0,0.0,0.0,tt2559658,0.0,[]
[35],274712,en,Sinbad: Make Me Wanna Holla,0.6,2014-04-01,Sinbad: Make Me Wanna Holla,2.0,1,89.0,0.0,0.0,tt3110818,0.0,"['Another Bad Production', 'New Wave Entertainment Television']"
"[12, 10751, 9648]",273915,en,Ace Wonder,0.6,2014-05-13,Ace Wonder,2.0,1,,0.0,0.0,tt1669768,0.0,"['HeuMoore Productions', 'Gundersen Entertainment']"
[],271175,en,Masterchef,0.6,2014-01-21,Masterchef,2.0,1,8.0,0.0,0.0,tt3433578,0.0,['Poetic License Production']
[35],259915,en,4Play,0.6,2014-02-11,4Play,2.0,1,83.0,0.0,0.0,tt2944980,0.0,['Overflow Entertainment']
[],171287,en,Night of the Dolls,0.6,2014-06-13,Night of the Dolls,2.0,1,86.0,0.0,0.0,tt2186940,0.0,[]
[99],329227,pt,Mi Amigo Hugo,0.6,2014-03-05,Mi Amigo Hugo,1.7,3,0.0,0.0,0.0,tt3595024,0.0,[]
"[28, 12, 878]",499273,en,2101,0.6,2014-02-23,2101,1.5,5,56.0,0.0,0.0,tt3004572,0.0,['SEASIK Productions']
"[27, 35]",317232,en,Pizza Girl Massacre,0.6,2014-10-27,Pizza Girl Massacre,1.5,2,78.0,0.0,0.0,tt4103920,0.0,[]
[],309605,en,Straight Men and the Men Who Love Them 3,0.6,2014-02-25,Straight Men and the Men Who Love Them 3,1.5,2,88.0,0.0,0.0,tt3547466,1.0,[]
[99],306434,en,A Night at the Movies: George Lucas & The World of Fantasy Cinema,0.6,2014-11-25,A Night at the Movies: George Lucas & The World of Fantasy Cinema,1.3,2,60.0,0.0,0.0,tt4837300,0.0,"['Amblin Television', 'Turner Classic Movies']"
[],395869,en,The Documentary of Ozbo,0.6,2014-12-13,The Documentary of Ozbo,1.0,1,106.0,0.0,0.0,tt4288286,0.0,[]
[],381794,en,Christmas Wedding Baby,0.6,2014-12-08,Christmas Wedding Baby,1.0,1,,0.0,0.0,tt3783740,0.0,[]
[99],378243,en,Hoodslam: The Accidental Phenomenon,0.6,2014-11-20,Hoodslam: The Accidental Phenomenon,1.0,1,94.0,0.0,0.0,tt4219970,0.0,['Dan Nelson Films']
"[28, 53]",363471,en,Asphalt Angels,0.6,2014-07-10,Asphalt Angels,1.0,1,75.0,0.0,0.0,tt3149134,0.0,[]
[],362605,en,Broken,0.6,2014-02-01,Broken,1.0,1,0.0,0.0,0.0,tt2327233,0.0,[]
"[878, 35, 27]",351803,en,Revenge of the Spacemen,0.6,2014-10-04,Revenge of the Spacemen,1.0,1,75.0,0.0,0.0,tt3361192,0.0,[]
[],335736,en,The Mothman Curse,0.6,2014-01-01,The Mothman Curse,1.0,1,,0.0,0.0,tt3714366,0.0,[]
[],333862,en,Bee Sting,0.6,2014-10-10,Bee Sting,1.0,1,50.0,0.0,0.0,tt4163042,0.0,[]
[],332754,en,Spyfall,0.6,2014-08-27,Spyfall,1.0,1,0.0,0.0,0.0,tt3462616,0.0,[]
[],328723,en,Let There Be Zombies,0.6,2014-05-25,Let There Be Zombies,1.0,1,91.0,0.0,0.0,tt2535348,0.0,[]
[],323485,en,New Blood Rising,0.6,2014-02-18,New Blood Rising,1.0,3,,0.0,0.0,tt2666286,0.0,[]
"[27, 18, 14]",316005,en,Gilgamesh,0.6,2014-11-20,Gilgamesh,1.0,1,0.0,0.0,0.0,tt2323804,0.0,[]
[],302177,en,Persecuted,0.6,2014-08-23,Persecuted,1.0,1,,0.0,0.0,tt3112860,0.0,[]
[],299100,en,The Sickness of Lucius Frost,0.6,2014-10-26,The Sickness of Lucius Frost,1.0,1,80.0,0.0,0.0,tt3885320,0.0,[]
[],296796,en,Hi-8 (Horror Independent 8),0.6,2014-12-16,Hi-8 (Horror Independent 8),1.0,1,98.0,0.0,0.0,tt2839540,0.0,"['Nightfall Pictures', 'Twisted Illusions']"
[35],295532,en,Ralphie May: Filthy Animal Tour,0.6,2014-08-19,Ralphie May: Filthy Animal Tour,1.0,1,0.0,0.0,0.0,tt3693492,0.0,[]
[99],291856,en,UnFair: Exposing the IRS,0.6,2014-10-14,UnFair: Exposing the IRS,1.0,1,,0.0,0.0,tt4008506,0.0,[]
"[36, 99]",290796,en,We the People,0.6,2014-01-06,We the People,1.0,1,44.0,0.0,0.0,tt1890588,0.0,['Inland Sea Productions']
[],287784,en,A Dark Place Inside,0.6,2014-02-28,A Dark Place Inside,1.0,2,80.0,0.0,0.0,tt3339208,0.0,[]
[27],287527,en,Witches Blood,0.6,2014-04-26,Witches Blood,1.0,1,75.0,0.0,0.0,tt3201704,0.0,['Weber Pictures Company']
[],285497,en,Raw Cut,0.6,2014-08-01,Raw Cut,1.0,1,83.0,0.0,0.0,tt2406038,0.0,[]
"[35, 27]",279551,en,Haunted Trailer,0.6,2014-07-22,Haunted Trailer,1.0,1,0.0,0.0,0.0,tt2224227,0.0,[]
"[35, 27]",278513,en,Bloodmarsh Krackoon,0.6,2014-05-20,Bloodmarsh Krackoon,1.0,1,0.0,0.0,0.0,tt2629374,0.0,['Amuck Duck']
[99],275246,ru,Ленинленд,0.6,2014-05-19,Leninland,1.0,1,52.0,0.0,0.0,tt3743314,0.0,['Ethnofund']
"[18, 80, 53]",257768,en,Soldier Girl,0.6,2014-10-02,Soldier Girl,1.0,1,110.0,50000.0,0.0,tt2251106,0.0,"['Vangelis Productions', 'Young Jeremy Pictures']"
"[10770, 99]",355826,en,I Was Bitten: The Walker County Incident,0.6,2014-05-22,I Was Bitten: The Walker County Incident,0.5,1,84.0,0.0,0.0,tt4700924,0.0,['Hot Snakes Media']
"[878, 12, 18]",316004,en,Air,0.6,2014-06-05,Air,0.5,1,0.0,0.0,0.0,tt2925290,0.0,[]
[36],306497,en,Let the Lion Roar,0.6,2014-09-19,Let the Lion Roar,0.5,1,65.0,0.0,0.0,tt2897102,0.0,['Roaring Lion Productions']
[27],285104,en,Path of Terror,0.6,2014-11-14,Path of Terror,0.5,2,0.0,0.0,0.0,,0.0,['Motor City Massacre Films']
[99],282084,en,There's No Place Like Utopia,0.6,2014-07-18,There's No Place Like Utopia,0.5,1,110.0,0.0,0.0,tt3868452,0.0,[]
[99],276820,en,Maker,0.6,2014-06-24,Maker,0.5,2,65.0,0.0,0.0,tt3758478,0.0,"['E-Proto Co., Ltd.', 'Taiwan Design Center']"
[18],257140,en,Menthol,0.6,2014-04-20,Menthol,0.5,2,84.0,0.0,0.0,tt2515682,0.0,[]
"[80, 18]",232857,en,Good Kids,0.6,2014-01-15,Good Kids,0.5,2,8.0,12000.0,0.0,tt3221952,0.0,[]
"[99, 10402]",221918,en,Butch Walker:  Out of Focus,0.6,2014-08-05,Butch Walker:  Out of Focus,0.0,1,80.0,150000.0,0.0,tt2077720,0.0,[]
[],167531,en,Summer Snow,0.6,2014-07-25,Summer Snow,0.0,1,0.0,0.0,0.0,tt2404385,0.0,[]
"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,2015-05-01,Avengers: Age of Ultron,7.3,13457,141.0,250000000.0,1405403694.0,tt2395427,0.0,['Marvel Studios']
"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,102.0,165000000.0,657827828.0,tt2245084,0.0,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
"[878, 28, 12]",102899,en,Ant-Man,32.715,2015-07-17,Ant-Man,7.1,11949,117.0,130000000.0,519311965.0,tt0478970,0.0,['Marvel Studios']
"[28, 12, 878, 14]",140607,en,Star Wars: The Force Awakens,32.281,2015-12-18,Star Wars: The Force Awakens,7.4,12641,136.0,245000000.0,2068223624.0,tt2488496,0.0,"['Lucasfilm Ltd.', 'Bad Robot']"
"[16, 10751, 14]",129,ja,千と千尋の神隠し,32.043,2002-09-20,Spirited Away,8.5,7424,125.0,19000000.0,274925095.0,tt0245429,0.0,['Studio Ghibli']
"[878, 28, 53, 12]",87101,en,Terminator Genisys,31.11,2015-07-01,Terminator Genisys,5.9,5309,126.0,155000000.0,440603537.0,tt1340138,0.0,"['Skydance Media', 'Paramount']"
"[28, 12, 80]",206647,en,Spectre,30.318,2015-11-06,Spectre,6.4,6719,148.0,245000000.0,880674609.0,tt2379713,0.0,"['Danjaq', 'B24', 'Columbia Pictures', 'Metro-Goldwyn-Mayer', 'Eon Productions', 'Sony Pictures']"
"[10749, 14, 10751, 18]",150689,en,Cinderella,29.055999999999997,2015-03-13,Cinderella,6.7,4517,105.0,95000000.0,543514353.0,tt1661199,0.0,"['Walt Disney Pictures', 'Genre Films', 'Beagle Pug Films', 'Allison Shearmur Productions']"
"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,2015-05-15,Mad Max: Fury Road,7.4,14454,121.0,150000000.0,378858340.0,tt1392190,0.0,"['Kennedy Miller Productions', 'Warner Bros. Pictures', 'RatPac-Dune Entertainment', 'Village Roadshow Pictures']"
"[53, 28]",260346,en,Taken 3,27.679000000000002,2015-01-09,Taken 3,6.1,3406,109.0,48000000.0,325771424.0,tt2446042,0.0,"['EuropaCorp', 'M6 Films', 'Grive Productions', 'Ciné+', 'M6', 'TSG Entertainment', 'Taken 3', '20th Century Fox', 'Canal+']"
"[28, 18, 53]",254128,en,San Andreas,27.414,2015-05-29,San Andreas,6.1,5125,114.0,110000000.0,473990832.0,tt2126355,0.0,"['New Line Cinema', 'Village Roadshow Pictures', 'Flynn Picture Company', 'Warner Bros. Pictures']"
"[80, 53]",181283,en,Child 44,26.386,2015-04-17,Child 44,6.2,903,137.0,50000000.0,3324330.0,tt1014763,0.0,"['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']"
"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,129.0,81000000.0,414351546.0,tt2802144,0.0,"['20th Century Fox', 'Marv Films', 'Cloudy Productions', 'TSG Entertainment']"
"[28, 12, 878, 53]",262500,en,Insurgent,25.456,2015-03-20,Insurgent,6.3,6771,119.0,110000000.0,295238201.0,tt2908446,0.0,"['Summit Entertainment', 'Red Wagon Entertainment', 'Mandeville Films', 'NeoReel', 'Lionsgate']"
"[28, 18]",307081,en,Southpaw,25.305,2015-07-24,Southpaw,7.4,3424,123.0,30000000.0,91709827.0,tt1798684,0.0,"['Fuqua Films', 'Escape Artists', 'Riche-Ludwig Productions', 'Wanda Pictures']"
"[18, 35, 16, 10751]",150540,en,Inside Out,24.796999999999997,2015-06-19,Inside Out,8.0,12691,95.0,175000000.0,857611174.0,tt2096673,0.0,"['Pixar', 'Walt Disney Pictures']"
"[80, 28, 878]",198184,en,Chappie,24.52,2015-03-06,Chappie,6.7,4995,120.0,49000000.0,104399548.0,tt1823672,0.0,"['Columbia Pictures', 'MRC', 'LStar Capital', 'Simon Kinberg Productions', 'Genre Films', 'Alpha Core', 'Ollin Studio', 'Sony Pictures']"
"[878, 14, 28, 12]",76757,en,Jupiter Ascending,24.058000000000003,2015-02-27,Jupiter Ascending,5.3,4401,127.0,176000003.0,183987723.0,tt1617661,0.0,"['Anarchos Productions', 'Village Roadshow Pictures', 'Dune Entertainment', 'Warner Bros. Pictures']"
"[28, 35, 878]",257344,en,Pixels,23.029,2015-07-24,Pixels,5.6,4423,105.0,88000000.0,243637091.0,tt2120120,0.0,"['Columbia Pictures', 'Happy Madison Productions', '1492 Pictures', 'LStar Capital', 'China Film Group Corporation', 'Sony Pictures']"
"[18, 12, 878]",286217,en,The Martian,22.855999999999998,2015-10-02,The Martian,7.7,12172,144.0,108000000.0,630161890.0,tt3659388,0.0,"['Scott Free Productions', 'Mid Atlantic Films', 'International Traders', 'TSG Entertainment', 'Genre Films', '20th Century Fox']"
"[12, 14]",68737,en,Seventh Son,22.855999999999998,2015-02-06,Seventh Son,5.3,1549,102.0,95000000.0,114178613.0,tt1121096,0.0,"['China Film Co.', 'Legendary Pictures', 'Thunder Road', 'Outlaw Sinema', 'Moving Picture Company', 'Pendle Mountain Productions', 'Beijing Skywheel Entertainment Co.']"
"[53, 80, 28]",265208,en,Wild Card,22.504,2015-01-30,Wild Card,5.5,930,92.0,30000000.0,0.0,tt2231253,0.0,"['SJ Pictures', 'SJ Heat Productions', 'Current Entertainment', 'Lionsgate', 'Sierra/Affinity', 'Silver State Production Services', 'Cinema Seven Productions']"
"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,2015-02-13,Fifty Shades of Grey,5.4,6451,125.0,4000000.0,571006128.0,tt2322441,0.0,"['Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']"
"[28, 80, 53]",334074,en,Survivor,21.021,2015-05-29,Survivor,5.5,581,96.0,20000000.0,0.0,tt3247714,0.0,"['Survivor Productions', 'Nu Image', 'Winkler Films', 'Millennium Films']"
"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,2015-06-12,Jurassic World,6.6,14056,124.0,150000000.0,1671713208.0,tt0369610,0.0,"['Amblin Entertainment', 'Legendary Pictures', 'Universal Pictures', 'DENTSU', 'The Kennedy/Marshall Company']"
"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.680999999999997,2015-12-25,The Hateful Eight,7.7,8065,188.0,44000000.0,155760117.0,tt3460252,0.0,"['The Weinstein Company', 'Double Feature Films', 'FilmColony']"
"[28, 80, 53]",273481,en,Sicario,20.468,2015-09-18,Sicario,7.3,4475,122.0,30000000.0,84025816.0,tt3397884,0.0,"['Thunder Road', 'Black Label Media', 'Lionsgate']"
"[28, 80, 53]",168259,en,Furious 7,20.396,2015-04-03,Furious 7,7.3,6538,137.0,190000000.0,1515047671.0,tt2820852,0.0,"['Abu Dhabi Film Commission', 'Universal Pictures', 'China Film Co.', 'Original Film', 'Fuji Television Network', 'Québec Production Services Tax Credit', 'Colorado Office of Film, Television & Media', 'DENTSU', 'MRC', 'One Race']"
[28],177677,en,Mission: Impossible - Rogue Nation,20.177,2015-07-31,Mission: Impossible - Rogue Nation,7.1,5242,131.0,150000000.0,682330139.0,tt2381249,0.0,"['Paramount', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin', 'Skydance Media']"
"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,2015-05-22,Tomorrowland,6.2,4610,130.0,190000000.0,209154322.0,tt1964418,0.0,"['Babieka Films', 'Walt Disney Pictures', 'A113']"
"[18, 53]",264644,en,Room,20.0,2015-10-16,Room,8.1,5494,118.0,13000000.0,35401758.0,tt3170832,0.0,"['Elevation Pictures', 'Téléfilm Canada', 'Element Pictures', 'FilmNation Entertainment', 'No Trace Camping', 'Film4 Productions', 'Screen Ireland']"
"[12, 18]",253412,en,Everest,19.9,2015-09-18,Everest,6.7,2874,121.0,55000000.0,203427584.0,tt2719848,0.0,"['Cross Creek Pictures', 'Working Title Films', 'Walden Media', 'RVK Studios', 'Universal Pictures', 'Free State Pictures']"
"[18, 27, 53]",280092,en,Insidious: Chapter 3,19.859,2015-06-05,Insidious: Chapter 3,6.2,1886,97.0,10000000.0,104303851.0,tt3195644,0.0,"['Sony Pictures', 'Blumhouse Productions']"
"[28, 12, 878]",131634,en,The Hunger Games: Mockingjay - Part 2,19.487000000000002,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,137.0,160000000.0,653428261.0,tt1951266,0.0,"['Lionsgate', 'Color Force', 'Studio Babelsberg']"
"[37, 18, 12]",281957,en,The Revenant,19.41,2015-12-25,The Revenant,7.4,11064,157.0,135000000.0,532950503.0,tt1663202,0.0,"['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac-Dune Entertainment']"
"[878, 9648, 53]",238615,en,Self/less,19.131,2015-07-10,Self/less,6.3,1815,117.0,26000000.0,31807156.0,tt2140379,0.0,"['Ram Bergman Productions', 'Endgame Entertainment']"
"[28, 53]",192141,en,No Escape,19.005,2015-08-26,No Escape,6.8,1296,103.0,5000000.0,54418872.0,tt1781922,0.0,"['Living Films', 'Bold Films', 'Brothers Dowdle Productions']"
"[12, 27, 35]",257445,en,Goosebumps,18.957,2015-10-16,Goosebumps,6.2,2147,103.0,58000000.0,158162788.0,tt1051904,0.0,"['Original Film', 'Scholastic Entertainment', 'Sony Pictures', 'Columbia Pictures', 'Village Roadshow Pictures', 'Sony Pictures Animation']"
"[35, 28, 12]",203801,en,The Man from U.N.C.L.E.,18.956,2015-08-14,The Man from U.N.C.L.E.,7.1,3525,116.0,75000000.0,108145109.0,tt1638355,0.0,"['Wigram Productions', 'Davis Entertainment', 'RatPac-Dune Entertainment', 'Warner Bros. Pictures']"
"[18, 878]",264660,en,Ex Machina,18.485,2015-04-10,Ex Machina,7.6,8026,108.0,15000000.0,36869414.0,tt0470752,0.0,"['DNA Films', 'Universal Pictures International (UPI)', 'Film4 Productions']"
"[10752, 28]",190859,en,American Sniper,18.473,2014-12-25,American Sniper,7.4,7658,133.0,58800000.0,542307423.0,tt2179136,0.0,"['RatPac-Dune Entertainment', 'Village Roadshow Pictures', 'Mad Chance Productions', '22 & Indiana Pictures', 'Malpaso Productions', 'Warner Bros. Pictures']"
"[35, 10402]",254470,en,Pitch Perfect 2,18.469,2015-05-15,Pitch Perfect 2,6.8,3599,115.0,29000000.0,287506194.0,tt2848292,0.0,"['Brownstone Productions', 'Gold Circle Films', 'Universal Pictures']"
"[35, 10749]",271718,en,Trainwreck,18.423,2015-07-17,Trainwreck,5.8,1731,125.0,35000000.0,140795793.0,tt3152624,0.0,"['Universal Pictures', 'Apatow Productions', 'Fuji Television Network', 'DENTSU']"
"[27, 53]",270303,en,It Follows,18.419,2015-03-27,It Follows,6.5,3485,101.0,2000000.0,14674076.0,tt3235888,0.0,"['Two Flints', 'Northern Lights Films', 'Animal Kingdom']"
"[18, 53]",263472,en,Knock Knock,17.867,2015-10-09,Knock Knock,5.0,1490,99.0,2500000.0,6341684.0,tt3605418,0.0,"['Sobras International Pictures', 'Lionsgate Premiere', 'UFA', 'Black Bear Pictures', 'Camp Grey', 'Elevated Films', 'Movie Trailer House', 'Rogovin Brothers', 'Dragonfly Entertainment']"
[35],214756,en,Ted 2,17.684,2015-06-26,Ted 2,6.1,4227,115.0,68000000.0,215863606.0,tt2637276,0.0,"['Smart Entertainment', 'Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'MRC']"
"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,2015-11-25,The Good Dinosaur,6.7,3135,93.0,175000000.0,332207671.0,tt1979388,0.0,['Pixar']
"[28, 18, 53]",241554,en,Run All Night,17.592,2015-03-13,Run All Night,6.4,1684,114.0,50000000.0,71561644.0,tt2199571,0.0,"['RatPac-Dune Entertainment', 'Vertigo Entertainment', 'Energy Entertainment']"
"[27, 53]",243688,en,Poltergeist,17.343,2015-05-22,Poltergeist,5.1,1438,93.0,35000000.0,95437994.0,tt1029360,0.0,"['TSG Entertainment', 'Ghost House Pictures', 'Vertigo Entertainment', 'Metro-Goldwyn-Mayer']"
